County Code,County Name,Constituency Code,Constituency Name,Surname,Other Names,"PartyCode",Political Party Name,Abbrv.
8,Wajir,38,Wajir South,Bulle,Mohamed Kahiye,62,"Amani NationalCongress",ANC
8,Wajir,38,Wajir South,Mohammed,Mohamud Sheikh,27,Jubilee Party,JP
8,Wajir,38,Wajir South,Nur,Abdullahi Yussuf,15,"United DemocraticAlliance",UDA
8,Wajir,38,Wajir South,Ogle,Mohamed Noor,12,"Wiper DemocraticMovement- Kenya",WDM
8,Wajir,38,Wajir South,Osman,Hussein Saney,64,"United DemocraticParty",UDP
8,Wajir,38,Wajir South,Sirat,"MahamudMuhumed",33,"Kenya AfricanNational Union",KANU
9,Mandera,39,Mandera West,Abey,Ali Mohamed,1,"National RainbowCoalition-Kenya","NARC-KENYA"
9,Mandera,39,Mandera West,Adan,Abdullahi Gedow,15,"United DemocraticAlliance",UDA
9,Mandera,39,Mandera West,Haji,Ahmed Ibrahim,27,Jubilee Party,JP
9,Mandera,39,Mandera West,Hassan,Harun Issack,Ind,Independent,IND
9,Mandera,39,Mandera West,Issak,Mohamed Suraw,21,"Orange DemocraticMovement",ODM
9,Mandera,39,Mandera West,Mohamed,Abdullahi Ibrahim,Ind,Independent,IND
9,Mandera,39,Mandera West,Yussuf,Adan Haji,41,"United DemocraticMovement",UDM
9,Mandera,40,Banissa,Abdullahi,Adan Mohamed,21,"Orange DemocraticMovement",ODM
9,Mandera,40,Banissa,Enow,Nurdin Adan,27,Jubilee Party,JP
9,Mandera,40,Banissa,Hassan,Kulow Maalim,41,"United DemocraticMovement",UDM
9,Mandera,40,Banissa,Hillow,Shaban Hassan,15,"United DemocraticAlliance",UDA
9,Mandera,41,Mandera North,Abdullaih,Bashir Sheikh,41,"United DemocraticMovement",UDM
9,Mandera,41,Mandera North,Ali,Abdi Mohamed,14,"Party Of NationalUnity",PNU
9,Mandera,41,Mandera North,Bardad,Mohamed Farah,27,Jubilee Party,JP
9,Mandera,41,Mandera North,Dahir,Bashir Ahmed,12,"Wiper DemocraticMovement- Kenya",WDM
9,Mandera,41,Mandera North,Herin,Hussein Abshiro,21,"Orange DemocraticMovement",ODM
9,Mandera,42,Mandera South,Abey,Abdi  Hassan,21,"Orange DemocraticMovement",ODM
9,Mandera,42,Mandera South,Ali,Adan Haji,27,Jubilee Party,JP
9,Mandera,42,Mandera South,Gabow,Mohamed Sheikh,15,"United DemocraticAlliance",UDA
9,Mandera,42,Mandera South,Haro,Abdul Ebrahim,41,"United DemocraticMovement",UDM
9,Mandera,42,Mandera South,Osman,Mohamed Abdi,33,"Kenya AfricanNational Union",KANU
9,Mandera,42,Mandera South,Sheikh,Mohammed Issak,90,Umoja Summit Party,USP
9,Mandera,42,Mandera South,Somo,Hussein  Adan,Ind,Independent,IND
9,Mandera,43,Mandera East,Abdi,Alio Abdullahi,33,"Kenya AfricanNational Union",KANU
9,Mandera,43,Mandera East,Abdirahman,"HusseinweytanMohamed",21,"Orange DemocraticMovement",ODM
9,Mandera,43,Mandera East,Hassan,Abdikadir Sheikh,27,Jubilee Party,JP
9,Mandera,43,Mandera East,Hassan,"Hasheem SimbaGedow",65,Kenya Reform Party,KRP
9,Mandera,43,Mandera East,Maalim,Omar Mohamed,41,"United DemocraticMovement",UDM
9,Mandera,44,Lafey,Abdirahman,Mohamed Abdi,27,Jubilee Party,JP
9,Mandera,44,Lafey,Ibrahim,Abdi Mude,41,"United DemocraticMovement",UDM
9,Mandera,44,Lafey,Mohamed,Abdikarim Ali,21,"Orange DemocraticMovement",ODM
9,Mandera,44,Lafey,Mohamud,Abdi Rashid Adan,12,"Wiper DemocraticMovement- Kenya",WDM
9,Mandera,44,Lafey,Wardere,Amran,15,"United DemocraticAlliance",UDA
10,Marsabit,45,Moyale,Ali,Ali Issack,8,"DevolutionEmpowerment Party",DEP
10,Marsabit,45,Moyale,Diba,Hassan Wario,85,"Democratic ActionParty- Kenya",DAP-K
10,Marsabit,45,Moyale,Duba,Roba Sharu,27,Jubilee Party,JP
10,Marsabit,45,Moyale,Jaldesa,Galm Guracha,15,"United DemocraticAlliance",UDA
10,Marsabit,45,Moyale,Jaldesa,Guyo Waqo,46,"United Party OfIndependent Alliance",UPIA
10,Marsabit,45,Moyale,Roba,Hassan Guyo,12,"Wiper DemocraticMovement- Kenya",WDM
10,Marsabit,45,Moyale,Said,Ahmed Sabir Sheikh,23,"Forum ForRestoration OfDemocracy-Kenya","FORD-KENYA"
10,Marsabit,45,Moyale,Tafara,Ababa  Chanasa,21,"Orange DemocraticMovement",ODM
10,Marsabit,45,Moyale,Wario,Qalicha Gufu,41,"United DemocraticMovement",UDM
10,Marsabit,45,Moyale,Woche,Ibrahim Gollo,33,"Kenya AfricanNational Union",KANU
10,Marsabit,46,North Horr,Adhe,Wario Guyo,33,"Kenya AfricanNational Union",KANU
10,Marsabit,46,North Horr,Bashuna,Sabdiyo,27,Jubilee Party,JP
10,Marsabit,46,North Horr,Ibrae,Peter Molu,12,"Wiper DemocraticMovement- Kenya",WDM
10,Marsabit,47,Saku,Abdubah,Alexander Barilleh,12,"Wiper DemocraticMovement- Kenya",WDM
10,Marsabit,47,Saku,Boru,Adan Wario,41,"United DemocraticMovement",UDM
10,Marsabit,47,Saku,Ejersa,Waqo Dulacha,27,Jubilee Party,JP
10,Marsabit,47,Saku,Kula,Ibrahim Wako,32,"Communist Party OfKenya",CPK
10,Marsabit,47,Saku,Mado,Mamo Waqo,62,"Amani NationalCongress",ANC
10,Marsabit,47,Saku,Raso,Dido Ali,15,"United DemocraticAlliance",UDA
10,Marsabit,47,Saku,Waqo,Halkano Diida,Ind,Independent,IND
10,Marsabit,48,Laisamis,Arbelle,Marselino Malimo,46,"United Party OfIndependent Alliance",UPIA
10,Marsabit,48,Laisamis,Labarakwe,Stephen Longoida,62,"Amani NationalCongress",ANC
10,Marsabit,48,Laisamis,Lekuton,Joseph,41,"United DemocraticMovement",UDM
10,Marsabit,48,Laisamis,Lesilau,Francis Longory,33,"Kenya AfricanNational Union",KANU
10,Marsabit,48,Laisamis,Lkayo,Peter Ltinga,21,"Orange DemocraticMovement",ODM
10,Marsabit,48,Laisamis,Loltome,Mathew Lole,15,"United DemocraticAlliance",UDA
10,Marsabit,48,Laisamis,Pantoren,Elizabeth Pius,14,"Party Of NationalUnity",PNU
10,Marsabit,48,Laisamis,Timado,Lino Lechet,12,"Wiper DemocraticMovement- Kenya",WDM
11,Isiolo,49,Isiolo North,Abakula,Ali Dida,21,"Orange DemocraticMovement",ODM
11,Isiolo,49,Isiolo North,Abukar,Osman Shariff,87,Chama Cha Kazi,KAZI
11,Isiolo,49,Isiolo North,Boru,Abdilatif Abdi,15,"United DemocraticAlliance",UDA
11,Isiolo,49,Isiolo North,Godana,Abdi Adan,41,"United DemocraticMovement",UDM
11,Isiolo,49,Isiolo North,Guyo,Mohamed Abdikadir,46,"United Party OfIndependent Alliance",UPIA
11,Isiolo,49,Isiolo North,Halake,Abshiro Soka,33,"Kenya AfricanNational Union",KANU
11,Isiolo,49,Isiolo North,Hassan,Feisal Abdullahi,Ind,Independent,IND
11,Isiolo,49,Isiolo North,Hulufo,Hassan Oda,Ind,Independent,IND
11,Isiolo,49,Isiolo North,James,Fred Muriungi,34,Safina,SAFINA
11,Isiolo,49,Isiolo North,Lomwa,Joseph Samal,27,Jubilee Party,JP
11,Isiolo,49,Isiolo North,Mworia,Lucy Nyoroka,8,"DevolutionEmpowerment Party",DEP
11,Isiolo,49,Isiolo North,Thuranira,Mwenda Munene,14,"Party Of NationalUnity",PNU
11,Isiolo,49,Isiolo North,Wario,Abduba Galgalo,80,"Usawa Kwa WoteParty",USAWA
11,Isiolo,49,Isiolo North,Woche,Fatuma Ali,23,"Forum ForRestoration OfDemocracy-Kenya","FORD-KENYA"
11,Isiolo,50,Isiolo South,Bidu,Mohamed Tubi,27,Jubilee Party,JP
11,Isiolo,50,Isiolo South,Dida,Suleyman Boru,15,"United DemocraticAlliance",UDA
11,Isiolo,50,Isiolo South,Jaldesa,Abdullahi Banticha,33,"Kenya AfricanNational Union",KANU
11,Isiolo,50,Isiolo South,Tepo,Abdi Koropu,21,"Orange DemocraticMovement",ODM
12,Meru,51,Igembe South,Baithili,Moses Kithinji,62,"Amani NationalCongress",ANC
12,Meru,51,Igembe South,Kailikia,Oliver Macharia,83,"National OrdinaryPeoplesEmpowerment Union",NOPEU
12,Meru,51,Igembe South,Kailikia,Patrick Mutea,Ind,Independent,IND
12,Meru,51,Igembe South,Kalunge,Jacob Gikundi,Ind,Independent,IND
12,Meru,51,Igembe South,Kelvin,Murithi Thuranira,Ind,Independent,IND
12,Meru,51,Igembe South,Kirema,"Jack  Smart  JamesKiriinya",Ind,Independent,IND
12,Meru,51,Igembe South,Kiunga,Mutuma Salesio,Ind,Independent,IND
12,Meru,51,Igembe South,M Munoru,Jacob Mungathia,21,"Orange DemocraticMovement",ODM
12,Meru,51,Igembe South,Maina,Esther Nyokabi,Ind,Independent,IND
12,Meru,51,Igembe South,Mati,Stanley Karuti,Ind,Independent,IND
12,Meru,51,Igembe South,Miriti,Ishmael Karithi,34,Safina,SAFINA
12,Meru,51,Igembe South,Mwambia,Sisto Tuta,Ind,Independent,IND
12,Meru,51,Igembe South,Mwenda,"Mzalendo JosephMithika",27,Jubilee Party,JP
12,Meru,51,Igembe South,Mwirigi,John Paul,15,"United DemocraticAlliance",UDA
12,Meru,52,Igembe Central,Iringo,Cyprian Kubai,15,"United DemocraticAlliance",UDA
12,Meru,52,Igembe Central,Joseph,Kainga Eric,Ind,Independent,IND
12,Meru,52,Igembe Central,Kamencu,Peter Muchangi,Ind,Independent,IND
12,Meru,52,Igembe Central,Karema,Eunice,13,"Democratic Party OfKenya",DP
12,Meru,52,Igembe Central,Karitho,Kiili Daniel,27,Jubilee Party,JP
12,Meru,52,Igembe Central,Kathata,"Harriet KaramanaGitonga",Ind,Independent,IND
12,Meru,52,Igembe Central,M'ajoi,Jacob Mati,Ind,Independent,IND
12,Meru,52,Igembe Central,M'ibuathu,Isaiah Kaunyangi,83,"National OrdinaryPeoplesEmpowerment Union",NOPEU
12,Meru,52,Igembe Central,Mutethia,Nicholas,Ind,Independent,IND
12,Meru,52,Igembe Central,Mutia,James Kiburi,14,"Party Of NationalUnity",PNU
12,Meru,52,Igembe Central,Mutirithia,Harrison Muthamia,82,The Service Party,TSP
12,Meru,52,Igembe Central,Mwirichia,Gitari Joseph,80,"Usawa Kwa WoteParty",USAWA
12,Meru,52,Igembe Central,Mwito,Romano Mugambi,8,"DevolutionEmpowerment Party",DEP
12,Meru,52,Igembe Central,Thuranira,Kubai Morris,Ind,Independent,IND
12,Meru,53,Igembe North,Kamau,Purity Kawira,Ind,Independent,IND
12,Meru,53,Igembe North,M'anaiba,Julius Taitumu,15,"United DemocraticAlliance",UDA
12,Meru,53,Igembe North,M'mithiaru,Ntoitha,Ind,Independent,IND
12,Meru,53,Igembe North,M'uthari,Joseph M'eruaki,82,The Service Party,TSP
12,Meru,53,Igembe North,Maoka,Richard Maore,27,Jubilee Party,JP
12,Meru,53,Igembe North,Muriki,Munuru Pius,80,"Usawa Kwa WoteParty",USAWA
12,Meru,53,Igembe North,Wamataa,"Kagwima JustusWilliam",14,"Party Of NationalUnity",PNU
12,Meru,54,Tigania West,Kaloo,Mung'athia Stephen,Ind,Independent,IND
12,Meru,54,Tigania West,Karithi,David,27,Jubilee Party,JP
12,Meru,54,Tigania West,Karugu,Muthuri Jesse,Ind,Independent,IND
12,Meru,54,Tigania West,Laichena,Edward Mwenda,Ind,Independent,IND
12,Meru,54,Tigania West,Laichena,Mugambi Francis,Ind,Independent,IND
12,Meru,54,Tigania West,Maitai,Murathi Erastus,83,"National OrdinaryPeoplesEmpowerment Union",NOPEU
12,Meru,54,Tigania West,Mathiu,John Kaugiria,21,"Orange DemocraticMovement",ODM
12,Meru,54,Tigania West,Murithi,Tonny,Ind,Independent,IND
12,Meru,54,Tigania West,Mutunga,John Kanyuithia,15,"United DemocraticAlliance",UDA
12,Meru,54,Tigania West,Mwenda,Nicholas Karani,Ind,Independent,IND
12,Meru,54,Tigania West,Mwiria,Kilemi,8,"DevolutionEmpowerment Party",DEP
12,Meru,54,Tigania West,Ndubai,Peter,13,"Democratic Party OfKenya",DP
12,Meru,55,Tigania East,Aburi,Lawrence Mpuru,83,"National OrdinaryPeoplesEmpowerment Union",NOPEU
12,Meru,55,Tigania East,Kabeabea,"Josphat GichungeMwirabua",15,"United DemocraticAlliance",UDA
12,Meru,55,Tigania East,Kirianki,Dickson Muriki,80,"Usawa Kwa WoteParty",USAWA
12,Meru,55,Tigania East,Kirimi,Jackson,Ind,Independent,IND
12,Meru,55,Tigania East,Kirimi,Karinguri Andrian,Ind,Independent,IND
12,Meru,55,Tigania East,M'liburu,Tarasila Kawiria,Ind,Independent,IND
12,Meru,55,Tigania East,Muthomi,Wycliff Muchena,27,Jubilee Party,JP
12,Meru,55,Tigania East,Mutiga,Dominic,Ind,Independent,IND
12,Meru,55,Tigania East,Mwenda,Harrison,Ind,Independent,IND
12,Meru,55,Tigania East,Nangithia,Robert Mburung'a,34,Safina,SAFINA
12,Meru,55,Tigania East,Ntuala,Samuel Gikundi,12,"Wiper DemocraticMovement- Kenya",WDM
12,Meru,56,North Imenti,Dawood,Abdul  Rahim,Ind,Independent,IND
12,Meru,56,North Imenti,Itewa,Zablon Mathenge,21,"Orange DemocraticMovement",ODM
12,Meru,56,North Imenti,Julius,Elias Murega,82,The Service Party,TSP
12,Meru,56,North Imenti,Kiragu,Beatrice Karwitha,27,Jubilee Party,JP
12,Meru,56,North Imenti,Mucheke,Halima Yussuf,15,"United DemocraticAlliance",UDA
12,Meru,56,North Imenti,Mugwuku,Ashford Muriuki,28,"MaendeleoDemocratic Party",MDP
12,Meru,56,North Imenti,Muketha,Kenneth Muriuki,Ind,Independent,IND
12,Meru,56,North Imenti,Muriuki,Caroline Karimi,8,"DevolutionEmpowerment Party",DEP
12,Meru,56,North Imenti,Mwenda,Ken,Ind,Independent,IND
12,Meru,56,North Imenti,Mwirigi,Eric Mutwiri,Ind,Independent,IND
12,Meru,56,North Imenti,Stanley,Nimrod Bundi,62,"Amani NationalCongress",ANC
12,Meru,57,Buuri,Angaine,John Mugambi,8,"DevolutionEmpowerment Party",DEP
12,Meru,57,Buuri,Gatobu,Bonface Kinoti,27,Jubilee Party,JP
12,Meru,57,Buuri,Kaburia,Jeremy Gitonga,Ind,Independent,IND
12,Meru,57,Buuri,Kimathi,Royford Kirimi,34,Safina,SAFINA
12,Meru,57,Buuri,Maitethia,Kenneth Kiome,65,Kenya Reform Party,KRP
12,Meru,57,Buuri,Mbaabu,Alex Guantai,Ind,Independent,IND
12,Meru,57,Buuri,Mwiti,Miriti Joshua,Ind,Independent,IND
12,Meru,57,Buuri,Rindikiri,"MugambiMurwithania",15,"United DemocraticAlliance",UDA
12,Meru,57,Buuri,Ringera,Steve,Ind,Independent,IND
12,Meru,57,Buuri,Stephen,Paul Bundi,Ind,Independent,IND
12,Meru,57,Buuri,Wanjugu,Alice Wambui,82,The Service Party,TSP
12,Meru,58,Central Imenti,Kagwiria,Fridah,44,"Party Of DemocraticUnity",PDU
12,Meru,58,Central Imenti,Kirima,Moses Nguchine,15,"United DemocraticAlliance",UDA
12,Meru,58,Central Imenti,Makathimo,Mwenda Kiambi,82,The Service Party,TSP
12,Meru,58,Central Imenti,Mbaya,Julius Kimathi,27,Jubilee Party,JP
12,Meru,58,Central Imenti,Mugiira,Munyua Job,Ind,Independent,IND
12,Meru,58,Central Imenti,Mungania,Jason Kiambi,Ind,Independent,IND
12,Meru,58,Central Imenti,Mutai,Kk,Ind,Independent,IND
12,Meru,58,Central Imenti,Mwirigi,Martin Kathurima,34,Safina,SAFINA
12,Meru,59,South Imenti,Gatobu,Mwenda Patrick,Ind,Independent,IND
12,Meru,59,South Imenti,Ithinji,Dr Shadrack Mwiti,27,Jubilee Party,JP
12,Meru,59,South Imenti,Kathaara,"Ashford MwitiKirimi",15,"United DemocraticAlliance",UDA
12,Meru,59,South Imenti,Kathendu,Anderson Mwiti,13,"Democratic Party OfKenya",DP
12,Meru,59,South Imenti,Kiambi,"Jessy JasperMuthomi",Ind,Independent,IND
12,Meru,59,South Imenti,Kimathi,Elizabeth Gatwiri,81,"United ProgressiveAlliance",UPA
12,Meru,59,South Imenti,Kinoti,Patrick Kiruja,80,"Usawa Kwa WoteParty",USAWA
12,Meru,59,South Imenti,Kirimi,Frankline,34,Safina,SAFINA
12,Meru,59,South Imenti,Mboroki,Purity Gakii,83,"National OrdinaryPeoplesEmpowerment Union",NOPEU
12,Meru,59,South Imenti,Murithi,Noel,Ind,Independent,IND
12,Meru,59,South Imenti,Mutwiri,Gideon Kimathi,8,"DevolutionEmpowerment Party",DEP
12,Meru,59,South Imenti,Mwarania,Peter Murithi,Ind,Independent,IND
12,Meru,59,South Imenti,Mwega,Cornelius Muthuri,Ind,Independent,IND
13,Tharaka - Nithi,60,Maara,Bongo,"Lawrence GitongaKaburu",27,Jubilee Party,JP
13,Tharaka - Nithi,60,Maara,Kamundi,Sammy Micheni,Ind,Independent,IND
13,Tharaka - Nithi,60,Maara,Marangu,Carlos  Mwandiki,Ind,Independent,IND
13,Tharaka - Nithi,60,Maara,Mbiuki,Japhet Miriti Kareke,15,"United DemocraticAlliance",UDA
13,Tharaka - Nithi,60,Maara,Miriti,Faridah Nkatha,83,"National OrdinaryPeoplesEmpowerment Union",NOPEU
13,Tharaka - Nithi,60,Maara,Nyaga,Germano Miriti,80,"Usawa Kwa WoteParty",USAWA
13,Tharaka - Nithi,60,Maara,Rutere,Salome Kagendo,Ind,Independent,IND
13,Tharaka - Nithi,61,"ChukaIgambang'ombe",Gitonga,Maltex Kaunda,Ind,Independent,IND
13,Tharaka - Nithi,61,"ChukaIgambang'ombe",Kathee,Kathee-Gwa,12,"Wiper DemocraticMovement- Kenya",WDM
13,Tharaka - Nithi,61,"ChukaIgambang'ombe",Mbabu,John,Ind,Independent,IND
13,Tharaka - Nithi,61,"ChukaIgambang'ombe",Micheni,Erick Muthomi,82,The Service Party,TSP
13,Tharaka - Nithi,61,"ChukaIgambang'ombe",Mugambi,Jamlick Mbae,Ind,Independent,IND
13,Tharaka - Nithi,61,"ChukaIgambang'ombe",Mutegi,Mercy Kirito,27,Jubilee Party,JP
13,Tharaka - Nithi,61,"ChukaIgambang'ombe",Njagi,Godfrey Mutua,Ind,Independent,IND
13,Tharaka - Nithi,61,"ChukaIgambang'ombe",Ntwiga,Patrick Munene,15,"United DemocraticAlliance",UDA
13,Tharaka - Nithi,62,Tharaka,Kabisani,"Francis KijogiMutegi",27,Jubilee Party,JP
13,Tharaka - Nithi,62,Tharaka,Marigu,Benson Muchomba,Ind,Independent,IND
13,Tharaka - Nithi,62,Tharaka,Murugara,George Gitonga,15,"United DemocraticAlliance",UDA
13,Tharaka - Nithi,62,Tharaka,Mwangangi,Sabastian Njagi,82,The Service Party,TSP
13,Tharaka - Nithi,62,Tharaka,Nyaga,James Mutwiri,67,"Maendeleo ChapChap Party",MCCP
13,Tharaka - Nithi,62,Tharaka,Wilson,Diego N,87,Chama Cha Kazi,KAZI
14,Embu,63,Manyatta,Mate,John Mugo,87,Chama Cha Kazi,KAZI
14,Embu,63,Manyatta,Mukunji,"John GitongaMwaniki",15,"United DemocraticAlliance",UDA
14,Embu,63,Manyatta,Njeru,Denis Munene,8,"DevolutionEmpowerment Party",DEP
14,Embu,63,Manyatta,Njiru,Leonard Murithi,62,"Amani NationalCongress",ANC
14,Embu,63,Manyatta,Nyaga,Morris Muchiri,27,Jubilee Party,JP
14,Embu,64,Runyenjes,Karemba,Eric Muchangi Njiru,15,"United DemocraticAlliance",UDA
14,Embu,64,Runyenjes,Kathangu,John Njiru,27,Jubilee Party,JP
14,Embu,64,Runyenjes,Kimanzi,Stephen Murimi,Ind,Independent,IND
14,Embu,64,Runyenjes,Mugendi,Steve Munene,82,The Service Party,TSP
14,Embu,64,Runyenjes,Njagi,"John NdwigaKamunyoti",21,"Orange DemocraticMovement",ODM
14,Embu,65,Mbeere South,Mati,Ambrose Gitonga,Ind,Independent,IND
14,Embu,65,Mbeere South,Mbuthia,Jane Wanjiru,13,"Democratic Party OfKenya",DP
14,Embu,65,Mbeere South,Mugoh,Genesio Njagi,15,"United DemocraticAlliance",UDA
14,Embu,65,Mbeere South,Muriuki,Nebart Bernard,Ind,Independent,IND
14,Embu,65,Mbeere South,Musyimi,Mutava,27,Jubilee Party,JP
14,Embu,65,Mbeere South,Mwangi,Peter Irungu,80,"Usawa Kwa WoteParty",USAWA
14,Embu,65,Mbeere South,Nyutu,Peter Kamau,Ind,Independent,IND
14,Embu,66,Mbeere North,Njagagua,Charles Muriuki,15,"United DemocraticAlliance",UDA
14,Embu,66,Mbeere North,Njiru,Patrisio,27,Jubilee Party,JP
14,Embu,66,Mbeere North,Njuki,Stephen Ngari,8,"DevolutionEmpowerment Party",DEP
14,Embu,66,Mbeere North,Ruku,"Geoffrey KariukiKiringa",13,"Democratic Party OfKenya",DP
15,Kitui,67,Mwingi North,Mati,Munuve John,27,Jubilee Party,JP
15,Kitui,67,Mwingi North,Mwalimu,Charles Mathuva,15,"United DemocraticAlliance",UDA
15,Kitui,67,Mwingi North,Mwangangi,Patrick Muthui,21,"Orange DemocraticMovement",ODM
15,Kitui,67,Mwingi North,Nzengu,Paul Musyimi,12,"Wiper DemocraticMovement- Kenya",WDM
15,Kitui,68,Mwingi West,Kang'e,Kyuu,36,Chama Cha Uzalendo,CCU
15,Kitui,68,Mwingi West,Kauta,Francis Musili,Ind,Independent,IND
15,Kitui,68,Mwingi West,Kimanthi,Moses Kiteme,Ind,Independent,IND
15,Kitui,68,Mwingi West,Kitungi,Bernard Munywoki,27,Jubilee Party,JP
15,Kitui,68,Mwingi West,Maundu,Felix Kioko,Ind,Independent,IND
15,Kitui,68,Mwingi West,Mbii,James Songolo,50,Muungano Party,"MUUNGANO"
15,Kitui,68,Mwingi West,Mulekya,Francis Eli,Ind,Independent,IND
15,Kitui,68,Mwingi West,Musau,Patrick Koki,29,"National RainbowCoalition",NARC
15,Kitui,68,Mwingi West,Mutunga,Nanga,80,"Usawa Kwa WoteParty",USAWA
15,Kitui,68,Mwingi West,Mwangangi,Alex Wambua,15,"United DemocraticAlliance",UDA
15,Kitui,68,Mwingi West,Mwangangi,Munyoki,Ind,Independent,IND
15,Kitui,68,Mwingi West,Nguna,Charles Ngusya,12,"Wiper DemocraticMovement- Kenya",WDM
15,Kitui,68,Mwingi West,Nguu,Charles Kathingi,Ind,Independent,IND
15,Kitui,69,Mwingi Central,Kavindu,Augustine Mbii,Ind,Independent,IND
15,Kitui,69,Mwingi Central,Mulyungi,Gideon Mutemi,12,"Wiper DemocraticMovement- Kenya",WDM
15,Kitui,69,Mwingi Central,Mutambu,Gideon Mulwa,15,"United DemocraticAlliance",UDA
15,Kitui,69,Mwingi Central,Ngunju,Lydiah Mutambu,27,Jubilee Party,JP
15,Kitui,70,Kitui West,Mbai,Ben Rogers Ndeteni,27,Jubilee Party,JP
15,Kitui,70,Kitui West,Mulwa,Dennis Muli,Ind,Independent,IND
15,Kitui,70,Kitui West,Mutiso,Benedict Muasya,15,"United DemocraticAlliance",UDA
15,Kitui,70,Kitui West,Ngangi,Sammy Mulwa,67,"Maendeleo ChapChap Party",MCCP
15,Kitui,70,Kitui West,Nyenze,Edith Vethi,12,"Wiper DemocraticMovement- Kenya",WDM
15,Kitui,71,Kitui Rural,Mboni,David Mwalika,12,"Wiper DemocraticMovement- Kenya",WDM
15,Kitui,71,Kitui Rural,Nyamai,Charles Mutisya,15,"United DemocraticAlliance",UDA
15,Kitui,72,Kitui Central,Kasyula,Joseph Muviwa,95,"Green ThinkingAction Party",GTAP
15,Kitui,72,Kitui Central,Keiva,Leakey Musyoka,21,"Orange DemocraticMovement",ODM
15,Kitui,72,Kitui Central,Kimonyo,Denis Kiliku,80,"Usawa Kwa WoteParty",USAWA
15,Kitui,72,Kitui Central,Malonza,Henry Kituti,27,Jubilee Party,JP
15,Kitui,72,Kitui Central,Mulu,Makali Benson,12,"Wiper DemocraticMovement- Kenya",WDM
15,Kitui,72,Kitui Central,Mururu,John Warui,Ind,Independent,IND
15,Kitui,72,Kitui Central,Musambi,Boniface Mutisya,15,"United DemocraticAlliance",UDA
15,Kitui,73,Kitui East,Kakundi,Lewis Kituo,67,"Maendeleo ChapChap Party",MCCP
15,Kitui,73,Kitui East,Kitonga,Jimmy Muthusi,27,Jubilee Party,JP
15,Kitui,73,Kitui East,Kitute,"Millitonic MwendwaK",12,"Wiper DemocraticMovement- Kenya",WDM
15,Kitui,73,Kitui East,Mavusyu,Mulaimu,Ind,Independent,IND
15,Kitui,73,Kitui East,Mbai,Nimrod Mbithuka,15,"United DemocraticAlliance",UDA
15,Kitui,73,Kitui East,Muluvi,Marcus Mutua,Ind,Independent,IND
15,Kitui,73,Kitui East,Mutunga,Ezekiel Mutia,80,"Usawa Kwa WoteParty",USAWA
15,Kitui,73,Kitui East,Mwendwa,Raphael Singano,95,"Green ThinkingAction Party",GTAP
15,Kitui,74,Kitui South,Kiminza,Samuel Kalii,64,"United DemocraticParty",UDP
15,Kitui,74,Kitui South,King,"Onesmus MumoMuthami",21,"Orange DemocraticMovement",ODM
15,Kitui,74,Kitui South,Mulei,John Munyallo,74,Ukweli Party,UP
15,Kitui,74,Kitui South,Muthami,Daniel Kilonzi,92,"Mabadiliko Party OfKenya",MAPK
15,Kitui,74,Kitui South,Mutua,Daniel Ndambuki,12,"Wiper DemocraticMovement- Kenya",WDM
15,Kitui,74,Kitui South,Mwangangi,Dennis Maithya,15,"United DemocraticAlliance",UDA
15,Kitui,74,Kitui South,Nyamai,Rachael Kaki,27,Jubilee Party,JP
16,Machakos,75,Masinga,Kisavi,James Mutisya,80,"Usawa Kwa WoteParty",USAWA
16,Machakos,75,Masinga,Mbai,Benson Itwiku,Ind,Independent,IND
16,Machakos,75,Masinga,Muindi,Stanley Masai,15,"United DemocraticAlliance",UDA
16,Machakos,75,Masinga,Muthini,Jackson Wambua,67,"Maendeleo ChapChap Party",MCCP
16,Machakos,75,Masinga,Mutuku,David Mutinda,12,"Wiper DemocraticMovement- Kenya",WDM
16,Machakos,75,Masinga,Mutunga,"Sheila PhyllisMwikali",27,Jubilee Party,JP
16,Machakos,75,Masinga,Mwalyo,Joshua Mbithi Mutua,Ind,Independent,IND
16,Machakos,75,Masinga,Ndolo,Patrick Kaloki,Ind,Independent,IND
16,Machakos,75,Masinga,Ngemu,Titus Ndambuki,Ind,Independent,IND
16,Machakos,76,Yatta,Basil,Robert Ngui,12,"Wiper DemocraticMovement- Kenya",WDM
16,Machakos,76,Yatta,Kavita,Dominic   Mwanzia,Ind,Independent,IND
16,Machakos,76,Yatta,Kioko,Nancy Kavinya,Ind,Independent,IND
16,Machakos,76,Yatta,Kivuva,Lazarus Mulinge,67,"Maendeleo ChapChap Party",MCCP
16,Machakos,76,Yatta,Muendo,Annastacia Muthini,15,"United DemocraticAlliance",UDA
16,Machakos,76,Yatta,Mulwa,Kivuva,Ind,Independent,IND
16,Machakos,76,Yatta,Ngui,Michael Kasimba,29,"National RainbowCoalition",NARC
16,Machakos,76,Yatta,Nthusi,Elizabeth Mwikali,Ind,Independent,IND
16,Machakos,77,Kangundo,Matheka,Francis Musyoki,15,"United DemocraticAlliance",UDA
16,Machakos,77,Kangundo,Maweu,Kyengo Katatha,12,"Wiper DemocraticMovement- Kenya",WDM
16,Machakos,77,Kangundo,Muli,Abednego Mutisya,Ind,Independent,IND
16,Machakos,77,Kangundo,Muli,Fabian Kyule,78,"Grand DreamDevelopment Party",GDDP
